id,name,stix_id,attack_id,attack_url,matrix,created_on,updated_on,attack_type,stix_type
2882,"Native Code",attack-pattern--52eff1c7-dd30-4121-b762-24ae6fa61bbb,T1575,https://attack.mitre.org/techniques/T1575,mitre-mobile-attack,"2022-10-20 14:15:42.073089","2022-10-20 14:15:42.073100",technique,attack-pattern
2883,"Network Information Discovery",attack-pattern--e4c347e9-fb91-4bc5-83b8-391e389131e2,T1507,https://attack.mitre.org/techniques/T1507,mitre-mobile-attack,"2022-10-20 14:15:42.074250","2022-10-20 14:15:42.074261",technique,attack-pattern
2884,"Network Service Scanning",attack-pattern--2de38279-043e-47e8-aaad-1b07af6d0790,T1423,https://attack.mitre.org/techniques/T1423,mitre-mobile-attack,"2022-10-20 14:15:42.075152","2022-10-20 14:15:42.075163",technique,attack-pattern
2885,"Network Traffic Capture or Redirection",attack-pattern--3b0b604f-10db-41a0-b54c-493124d455b9,T1410,https://attack.mitre.org/techniques/T1410,mitre-mobile-attack,"2022-10-20 14:15:42.076071","2022-10-20 14:15:42.076084",technique,attack-pattern
2886,"Obfuscated Files or Information",attack-pattern--d13fa042-8f26-44e1-a2a8-af0bf8e2ac9a,T1406,https://attack.mitre.org/techniques/T1406,mitre-mobile-attack,"2022-10-20 14:15:42.076972","2022-10-20 14:15:42.076983",technique,attack-pattern
2887,"Obtain Device Cloud Backups",attack-pattern--0c71033e-401e-4b97-9309-7a7c95e43a5d,T1470,https://attack.mitre.org/techniques/T1470,mitre-mobile-attack,"2022-10-20 14:15:42.078059","2022-10-20 14:15:42.078070",technique,attack-pattern
2888,"Process Discovery",attack-pattern--1b51f5bc-b97a-498a-8dbd-bc6b1901bf19,T1424,https://attack.mitre.org/techniques/T1424,mitre-mobile-attack,"2022-10-20 14:15:42.078909","2022-10-20 14:15:42.078920",technique,attack-pattern
2889,"Remote File Copy",attack-pattern--2bb20118-e6c0-41dc-a07c-283ea4dd0fb8,T1544,https://attack.mitre.org/techniques/T1544,mitre-mobile-attack,"2022-10-20 14:15:42.079743","2022-10-20 14:15:42.079754",technique,attack-pattern
2890,"Remotely Track Device Without Authorization",attack-pattern--6f86d346-f092-4abc-80df-8558a90c426a,T1468,https://attack.mitre.org/techniques/T1468,mitre-mobile-attack,"2022-10-20 14:15:42.081116","2022-10-20 14:15:42.081133",technique,attack-pattern
2891,"Remotely Wipe Data Without Authorization",attack-pattern--537ea573-8a1c-468c-956b-d16d2ed9d067,T1469,https://attack.mitre.org/techniques/T1469,mitre-mobile-attack,"2022-10-20 14:15:42.082303","2022-10-20 14:15:42.082317",technique,attack-pattern
2892,"Rogue Cellular Base Station",attack-pattern--a5de0540-73e7-4c67-96da-4143afedc7ed,T1467,https://attack.mitre.org/techniques/T1467,mitre-mobile-attack,"2022-10-20 14:15:42.083224","2022-10-20 14:15:42.083236",technique,attack-pattern
2893,"Rogue Wi-Fi Access Points",attack-pattern--633baf01-6de4-4963-bb54-ff6c6357bed3,T1465,https://attack.mitre.org/techniques/T1465,mitre-mobile-attack,"2022-10-20 14:15:42.085791","2022-10-20 14:15:42.085811",technique,attack-pattern
2894,"SIM Card Swap",attack-pattern--a64a820a-cb21-471f-920c-506a2ff04fa5,T1451,https://attack.mitre.org/techniques/T1451,mitre-mobile-attack,"2022-10-20 14:15:42.087162","2022-10-20 14:15:42.087177",technique,attack-pattern
2895,"SMS Control",attack-pattern--b327a9c0-e709-495c-aa6e-00b042136e2b,T1582,https://attack.mitre.org/techniques/T1582,mitre-mobile-attack,"2022-10-20 14:15:42.088230","2022-10-20 14:15:42.088244",technique,attack-pattern
2896,"Screen Capture",attack-pattern--73c26732-6422-4081-8b63-6d0ae93d449e,T1513,https://attack.mitre.org/techniques/T1513,mitre-mobile-attack,"2022-10-20 14:15:42.089497","2022-10-20 14:15:42.089511",technique,attack-pattern
2897,"Standard Application Layer Protocol",attack-pattern--6a3f6490-9c44-40de-b059-e5940f246673,T1437,https://attack.mitre.org/techniques/T1437,mitre-mobile-attack,"2022-10-20 14:15:42.090431","2022-10-20 14:15:42.090444",technique,attack-pattern
2898,"Standard Cryptographic Protocol",attack-pattern--ed2c05a1-4f81-4d97-9e1b-aff01c34ae84,T1521,https://attack.mitre.org/techniques/T1521,mitre-mobile-attack,"2022-10-20 14:15:42.091988","2022-10-20 14:15:42.092039",technique,attack-pattern
2899,"Supply Chain Compromise",attack-pattern--0d95940f-9583-4e0f-824c-a42c1be47fad,T1474,https://attack.mitre.org/techniques/T1474,mitre-mobile-attack,"2022-10-20 14:15:42.093390","2022-10-20 14:15:42.093403",technique,attack-pattern
2900,"Suppress Application Icon",attack-pattern--fd658820-cbba-4c95-8ac9-0fac6b1099e2,T1508,https://attack.mitre.org/techniques/T1508,mitre-mobile-attack,"2022-10-20 14:15:42.094389","2022-10-20 14:15:42.094402",technique,attack-pattern
2901,"System Information Discovery",attack-pattern--e2ea7f6b-8d4f-49c3-819d-660530d12b77,T1426,https://attack.mitre.org/techniques/T1426,mitre-mobile-attack,"2022-10-20 14:15:42.095327","2022-10-20 14:15:42.095338",technique,attack-pattern
2902,"System Network Configuration Discovery",attack-pattern--d4536441-1bcc-49fa-80ae-a596ed3f7ffd,T1422,https://attack.mitre.org/techniques/T1422,mitre-mobile-attack,"2022-10-20 14:15:42.096481","2022-10-20 14:15:42.096499",technique,attack-pattern
2903,"System Network Connections Discovery",attack-pattern--dd818ea5-adf5-41c7-93b5-f3b839a219fb,T1421,https://attack.mitre.org/techniques/T1421,mitre-mobile-attack,"2022-10-20 14:15:42.097677","2022-10-20 14:15:42.097692",technique,attack-pattern
2904,"URI Hijacking",attack-pattern--77e30eee-fd48-40b4-99ec-73e97c158b58,T1416,https://attack.mitre.org/techniques/T1416,mitre-mobile-attack,"2022-10-20 14:15:42.099554","2022-10-20 14:15:42.099569",technique,attack-pattern
2905,"Uncommonly Used Port",attack-pattern--948a447c-d783-4ba0-8516-a64140fcacd5,T1509,https://attack.mitre.org/techniques/T1509,mitre-mobile-attack,"2022-10-20 14:15:42.101474","2022-10-20 14:15:42.101491",technique,attack-pattern
2906,"Uninstall Malicious Application",attack-pattern--8c7862ff-3449-4ac6-b0fd-ac1298a822a5,T1576,https://attack.mitre.org/techniques/T1576,mitre-mobile-attack,"2022-10-20 14:15:42.102872","2022-10-20 14:15:42.102886",technique,attack-pattern
2907,"Web Service",attack-pattern--c6a146ae-9c63-4606-97ff-e261e76e8380,T1481,https://attack.mitre.org/techniques/T1481,mitre-mobile-attack,"2022-10-20 14:15:42.103834","2022-10-20 14:15:42.103847",technique,attack-pattern
2908,ANDROIDOS_ANSERVER.A,malware--4bf6ba32-4165-42c1-b911-9c36165891c8,S0310,https://attack.mitre.org/software/S0310,mitre-mobile-attack,"2022-10-20 14:15:42.105667","2022-10-20 14:15:42.105684",software,malware
2909,Adups,malware--f6ac21b6-2592-400c-8472-10d0e2f1bfaf,S0309,https://attack.mitre.org/software/S0309,mitre-mobile-attack,"2022-10-20 14:15:42.106745","2022-10-20 14:15:42.106759",software,malware
2910,"Agent Smith",malware--a6228601-03f6-4949-ae22-c1087627a637,S0440,https://attack.mitre.org/software/S0440,mitre-attack,"2022-10-20 14:15:42.107629","2022-10-20 14:15:42.107640",software,malware
2911,Allwinner,malware--08784a9d-09e9-4dce-a839-9612398214e8,S0319,https://attack.mitre.org/software/S0319,mitre-mobile-attack,"2022-10-20 14:15:42.110885","2022-10-20 14:15:42.110901",software,malware
2912,AndroRAT,malware--a3dad2be-ce62-4440-953b-00fbce7aba93,S0292,https://attack.mitre.org/software/S0292,mitre-mobile-attack,"2022-10-20 14:15:42.112099","2022-10-20 14:15:42.112115",software,malware
2913,Android/Chuli.A,malware--d05f7357-4cbe-47ea-bf83-b8604226d533,S0304,https://attack.mitre.org/software/S0304,mitre-mobile-attack,"2022-10-20 14:15:42.113096","2022-10-20 14:15:42.113109",software,malware
2914,Anubis,malware--a3c59d82-2c7c-44e5-a869-68e0a3e5935e,S0422,https://attack.mitre.org/software/S0422,mitre-attack,"2022-10-20 14:15:42.114923","2022-10-20 14:15:42.114938",software,malware
2915,BrainTest,malware--e13d084c-382f-40fd-aa9a-98d69e20301e,S0293,https://attack.mitre.org/software/S0293,mitre-mobile-attack,"2022-10-20 14:15:42.115925","2022-10-20 14:15:42.115939",software,malware
2916,Bread,malware--108b2817-bc01-404e-8e1b-8cdeec846326,S0432,https://attack.mitre.org/software/S0432,mitre-attack,"2022-10-20 14:15:42.116809","2022-10-20 14:15:42.116819",software,malware
2917,Cerberus,malware--037f44f0-0c07-4c7f-b40e-0325b5b228a9,S0480,https://attack.mitre.org/software/S0480,mitre-attack,"2022-10-20 14:15:42.117707","2022-10-20 14:15:42.117719",software,malware
2918,Charger,malware--d1c600f8-0fb6-4367-921b-85b71947d950,S0323,https://attack.mitre.org/software/S0323,mitre-mobile-attack,"2022-10-20 14:15:42.118601","2022-10-20 14:15:42.118612",software,malware
2919,Concipit1248,malware--89c3dbf6-f281-41b7-be1d-a0e641014853,S0426,https://attack.mitre.org/software/S0426,mitre-attack,"2022-10-20 14:15:42.119455","2022-10-20 14:15:42.119466",software,malware
2920,"Corona Updates",malware--366c800f-97a8-48d5-b0a6-79d00198252a,S0425,https://attack.mitre.org/software/S0425,mitre-attack,"2022-10-20 14:15:42.120339","2022-10-20 14:15:42.120351",software,malware
2921,"DEFENSOR ID",malware--5a5dca4c-03c1-4b99-bfcf-c206e20aa663,S0479,https://attack.mitre.org/software/S0479,mitre-attack,"2022-10-20 14:15:42.121271","2022-10-20 14:15:42.121284",software,malware
2922,Dendroid,malware--317a2c10-d489-431e-b6b2-f0251fddc88e,S0301,https://attack.mitre.org/software/S0301,mitre-mobile-attack,"2022-10-20 14:15:42.122450","2022-10-20 14:15:42.122467",software,malware
2923,"Desert Scorpion",malware--3271c107-92c4-442e-9506-e76d62230ee8,S0505,https://attack.mitre.org/software/S0505,mitre-attack,"2022-10-20 14:15:42.123602","2022-10-20 14:15:42.123618",software,malware
2924,DressCode,malware--ff742eeb-1f90-4f5a-8b92-9d40fffd99ca,S0300,https://attack.mitre.org/software/S0300,mitre-mobile-attack,"2022-10-20 14:15:42.124668","2022-10-20 14:15:42.124680",software,malware
2925,DroidJack,malware--05c4f87c-be8f-46ea-8d9a-2a0aad8f52c1,S0320,https://attack.mitre.org/software/S0320,mitre-mobile-attack,"2022-10-20 14:15:42.125610","2022-10-20 14:15:42.125624",software,malware
2926,DualToy,malware--507fe748-5e4a-4b45-9e9f-8b1115f4e878,S0315,https://attack.mitre.org/software/S0315,mitre-mobile-attack,"2022-10-20 14:15:42.126616","2022-10-20 14:15:42.126630",software,malware
2927,Dvmap,malware--22b596a6-d288-4409-8520-5f2846f85514,S0420,https://attack.mitre.org/software/S0420,mitre-attack,"2022-10-20 14:15:42.127523","2022-10-20 14:15:42.127534",software,malware
2928,EventBot,malware--aecc0097-c9f8-4786-9b39-e891ff173f54,S0478,https://attack.mitre.org/software/S0478,mitre-attack,"2022-10-20 14:15:42.128385","2022-10-20 14:15:42.128395",software,malware
2929,Exodus,malware--3049b2f2-e323-4cdb-91cb-13b37b904cbb,S0405,https://attack.mitre.org/software/S0405,mitre-attack,"2022-10-20 14:15:42.129320","2022-10-20 14:15:42.129335",software,malware
2930,FakeSpy,malware--838f647e-8ff8-48bd-bbd5-613cee7736cb,S0509,https://attack.mitre.org/software/S0509,mitre-attack,"2022-10-20 14:15:42.130312","2022-10-20 14:15:42.130326",software,malware
2931,Ginp,malware--6146be90-470c-4049-bb3a-9986b8ffb65b,S0423,https://attack.mitre.org/software/S0423,mitre-attack,"2022-10-20 14:15:42.131430","2022-10-20 14:15:42.131446",software,malware
2932,GolfSpy,malware--c19cfc89-5ac6-4d2d-a236-70d2b32e007c,S0421,https://attack.mitre.org/software/S0421,mitre-attack,"2022-10-20 14:15:42.132523","2022-10-20 14:15:42.132535",software,malware
2933,Gooligan,malware--20d56cd6-8dff-4871-9889-d32d254816de,S0290,https://attack.mitre.org/software/S0290,mitre-mobile-attack,"2022-10-20 14:15:42.133451","2022-10-20 14:15:42.133463",software,malware
2934,Gustuff,malware--ff8e0c38-be47-410f-a2d3-a3d24a87c617,S0406,https://attack.mitre.org/software/S0406,mitre-attack,"2022-10-20 14:15:42.134272","2022-10-20 14:15:42.134282",software,malware
2935,HummingBad,malware--c8770c81-c29f-40d2-a140-38544206b2b4,S0322,https://attack.mitre.org/software/S0322,mitre-mobile-attack,"2022-10-20 14:15:42.135108","2022-10-20 14:15:42.135116",software,malware
2936,HummingWhale,malware--6447e3a1-ef4d-44b1-99d5-6b1c4888674f,S0321,https://attack.mitre.org/software/S0321,mitre-mobile-attack,"2022-10-20 14:15:42.135856","2022-10-20 14:15:42.135864",software,malware
2937,INSOMNIA,malware--21b7e0b0-0dea-4ccc-8ad4-8da51fe3a901,S0463,https://attack.mitre.org/software/S0463,mitre-attack,"2022-10-20 14:15:42.136617","2022-10-20 14:15:42.136625",software,malware
2938,Judy,malware--172444ab-97fc-4d94-b142-179452bfb760,S0325,https://attack.mitre.org/software/S0325,mitre-mobile-attack,"2022-10-20 14:15:42.137485","2022-10-20 14:15:42.137495",software,malware
2939,KeyRaider,malware--3bc1f0ad-ef11-4afc-83c0-fcffe08d4e50,S0288,https://attack.mitre.org/software/S0288,mitre-mobile-attack,"2022-10-20 14:15:42.138395","2022-10-20 14:15:42.138410",software,malware
2940,Mandrake,malware--52c994fa-b6c8-45a8-9586-a4275cf19307,S0485,https://attack.mitre.org/software/S0485,mitre-attack,"2022-10-20 14:15:42.139341","2022-10-20 14:15:42.139353",software,malware
2941,Marcher,malware--f9854ba6-989d-43bf-828b-7240b8a65291,S0317,https://attack.mitre.org/software/S0317,mitre-mobile-attack,"2022-10-20 14:15:42.140269","2022-10-20 14:15:42.140279",software,malware
2942,MazarBOT,malware--5ddf81ea-2c06-497b-8c30-5f1ab89a40f9,S0303,https://attack.mitre.org/software/S0303,mitre-mobile-attack,"2022-10-20 14:15:42.141104","2022-10-20 14:15:42.141115",software,malware
2943,Monokle,malware--6a7aaab1-3e0a-48bb-ba66-bbf7665c0a65,S0407,https://attack.mitre.org/software/S0407,mitre-attack,"2022-10-20 14:15:42.142068","2022-10-20 14:15:42.142082",software,malware
2944,NotCompatible,malware--23040c15-e7d8-47b5-8c16-8fd3e0e297fe,S0299,https://attack.mitre.org/software/S0299,mitre-mobile-attack,"2022-10-20 14:15:42.144005","2022-10-20 14:15:42.144024",software,malware
2945,OBAD,malware--ca4f63b9-a358-4214-bb26-8c912318cfde,S0286,https://attack.mitre.org/software/S0286,mitre-mobile-attack,"2022-10-20 14:15:42.146564","2022-10-20 14:15:42.146579",software,malware
2946,OldBoot,malware--2074b2ad-612e-4758-adce-7901c1b49bbc,S0285,https://attack.mitre.org/software/S0285,mitre-mobile-attack,"2022-10-20 14:15:42.147772","2022-10-20 14:15:42.147782",software,malware
2947,PJApps,malware--c709da93-20c3-4d17-ab68-48cba76b2137,S0291,https://attack.mitre.org/software/S0291,mitre-mobile-attack,"2022-10-20 14:15:42.148993","2022-10-20 14:15:42.149008",software,malware
2948,Pallas,malware--c41a8b7c-3e42-4eee-b87d-ad8a100ee878,S0399,https://attack.mitre.org/software/S0399,mitre-attack,"2022-10-20 14:15:42.150131","2022-10-20 14:15:42.150146",software,malware
2949,"Pegasus for Android",malware--93799a9d-3537-43d8-b6f4-17215de1657c,S0316,https://attack.mitre.org/software/S0316,mitre-mobile-attack,"2022-10-20 14:15:42.151025","2022-10-20 14:15:42.151035",software,malware
2950,"Pegasus for iOS",malware--33d9d91d-aad9-49d5-a516-220ce101ac8a,S0289,https://attack.mitre.org/software/S0289,mitre-mobile-attack,"2022-10-20 14:15:42.151951","2022-10-20 14:15:42.151963",software,malware
2951,RCSAndroid,malware--363bc05d-13cb-4e98-a5b7-e250f2bbdc2b,S0295,https://attack.mitre.org/software/S0295,mitre-mobile-attack,"2022-10-20 14:15:42.152815","2022-10-20 14:15:42.152824",software,malware
2952,RedDrop,malware--9ed10b5a-ff20-467f-bf2f-d3fbf763e381,S0326,https://attack.mitre.org/software/S0326,mitre-mobile-attack,"2022-10-20 14:15:42.153779","2022-10-20 14:15:42.153792",software,malware
2953,Riltok,malware--c0efbaae-9e7d-4716-a92d-68373aac7424,S0403,https://attack.mitre.org/software/S0403,mitre-attack,"2022-10-20 14:15:42.154713","2022-10-20 14:15:42.154724",software,malware
2954,Rotexy,malware--0626c181-93cb-4860-9cb0-dff3b1c13063,S0411,https://attack.mitre.org/software/S0411,mitre-attack,"2022-10-20 14:15:42.155541","2022-10-20 14:15:42.155550",software,malware
2955,RuMMS,malware--936be60d-90eb-4c36-9247-4b31128432c4,S0313,https://attack.mitre.org/software/S0313,mitre-mobile-attack,"2022-10-20 14:15:42.156308","2022-10-20 14:15:42.156316",software,malware
2956,ShiftyBug,malware--c80a6bef-b3ce-44d0-b113-946e93124898,S0294,https://attack.mitre.org/software/S0294,mitre-mobile-attack,"2022-10-20 14:15:42.157329","2022-10-20 14:15:42.157347",software,malware
2957,SimBad,malware--f79c01eb-2954-40d8-a819-00b342f47ce7,S0419,https://attack.mitre.org/software/S0419,mitre-attack,"2022-10-20 14:15:42.158389","2022-10-20 14:15:42.158400",software,malware
2958,Skygofree,malware--3a913bac-4fae-4d0e-bca8-cae452f1599b,S0327,https://attack.mitre.org/software/S0327,mitre-mobile-attack,"2022-10-20 14:15:42.159302","2022-10-20 14:15:42.159312",software,malware
2959,SpyDealer,malware--86fc6f0c-86d9-473e-89f3-f50f3cb9319b,S0324,https://attack.mitre.org/software/S0324,mitre-mobile-attack,"2022-10-20 14:15:42.160346","2022-10-20 14:15:42.160355",software,malware
2960,"SpyNote RAT",malware--20dbaf05-59b8-4dc6-8777-0b17f4553a23,S0305,https://attack.mitre.org/software/S0305,mitre-mobile-attack,"2022-10-20 14:15:42.161177","2022-10-20 14:15:42.161187",software,malware
2961,"Stealth Mango",malware--085eb36d-697d-4d9a-bac3-96eb879fe73c,S0328,https://attack.mitre.org/software/S0328,mitre-mobile-attack,"2022-10-20 14:15:42.162201","2022-10-20 14:15:42.162211",software,malware
2962,Tangelo,malware--35aae10a-97c5-471a-9c67-02c231a7a31a,S0329,https://attack.mitre.org/software/S0329,mitre-mobile-attack,"2022-10-20 14:15:42.162998","2022-10-20 14:15:42.163005",software,malware
2963,Triada,malware--f082fc59-0317-49cf-971f-a1b6296ebb52,S0424,https://attack.mitre.org/software/S0424,mitre-attack,"2022-10-20 14:15:42.163809","2022-10-20 14:15:42.163816",software,malware
2964,TrickMo,malware--21170624-89db-4e99-bf27-58d26be07c3a,S0427,https://attack.mitre.org/software/S0427,mitre-attack,"2022-10-20 14:15:42.164719","2022-10-20 14:15:42.164728",software,malware
2965,Trojan-SMS.AndroidOS.Agent.ao,malware--a1867c56-8c86-455a-96ad-b0d5f7e2bc17,S0307,https://attack.mitre.org/software/S0307,mitre-mobile-attack,"2022-10-20 14:15:42.165576","2022-10-20 14:15:42.165586",software,malware
2966,Trojan-SMS.AndroidOS.FakeInst.a,malware--28e39395-91e7-4f02-b694-5e079c964da9,S0306,https://attack.mitre.org/software/S0306,mitre-mobile-attack,"2022-10-20 14:15:42.166411","2022-10-20 14:15:42.166422",software,malware
2967,Trojan-SMS.AndroidOS.OpFake.a,malware--d89c132d-7752-4c7f-9372-954a71522985,S0308,https://attack.mitre.org/software/S0308,mitre-mobile-attack,"2022-10-20 14:15:42.167378","2022-10-20 14:15:42.167388",software,malware
2968,ViceLeaker,malware--6fcaf9b0-b509-4644-9f93-556222c81ed2,S0418,https://attack.mitre.org/software/S0418,mitre-attack,"2022-10-20 14:15:42.168252","2022-10-20 14:15:42.168261",software,malware
2969,ViperRAT,malware--f666e17c-b290-43b3-8947-b96bd5148fbb,S0506,https://attack.mitre.org/software/S0506,mitre-attack,"2022-10-20 14:15:42.169056","2022-10-20 14:15:42.169066",software,malware
2970,WireLurker,malware--326eaf7b-5784-4f08-8fc2-61fd5d5bc5fb,S0312,https://attack.mitre.org/software/S0312,mitre-mobile-attack,"2022-10-20 14:15:42.170030","2022-10-20 14:15:42.170041",software,malware
2971,WolfRAT,malware--dfdac962-9461-47f0-a212-36dfce2a97e6,S0489,https://attack.mitre.org/software/S0489,mitre-attack,"2022-10-20 14:15:42.170847","2022-10-20 14:15:42.170855",software,malware
2972,"X-Agent for Android",malware--56660521-6db4-4e5a-a927-464f22954b7c,S0314,https://attack.mitre.org/software/S0314,mitre-mobile-attack,"2022-10-20 14:15:42.171687","2022-10-20 14:15:42.171696",software,malware
2973,"XLoader for Android",malware--2740eaf6-2db2-4a40-a63f-f5b166c7059c,S0318,https://attack.mitre.org/software/S0318,mitre-mobile-attack,"2022-10-20 14:15:42.172502","2022-10-20 14:15:42.172511",software,malware
2974,"XLoader for iOS",malware--29944858-da52-4d3d-b428-f8a6eb8dde6f,S0490,https://attack.mitre.org/software/S0490,mitre-attack,"2022-10-20 14:15:42.173630","2022-10-20 14:15:42.173639",software,malware
2975,XcodeGhost,malware--d9e07aea-baad-4b68-bdca-90c77647d7f9,S0297,https://attack.mitre.org/software/S0297,mitre-mobile-attack,"2022-10-20 14:15:42.174574","2022-10-20 14:15:42.174585",software,malware
2976,YiSpecter,malware--a15c9357-2be0-4836-beec-594f28b9b4a9,S0311,https://attack.mitre.org/software/S0311,mitre-mobile-attack,"2022-10-20 14:15:42.175494","2022-10-20 14:15:42.175505",software,malware
2977,Zen,malware--22faaa56-a8ac-4292-9be6-b571b255ee40,S0494,https://attack.mitre.org/software/S0494,mitre-attack,"2022-10-20 14:15:42.176433","2022-10-20 14:15:42.176443",software,malware
2978,ZergHelper,malware--3c3b55a6-c3e9-4043-8aae-283fe96220c0,S0287,https://attack.mitre.org/software/S0287,mitre-mobile-attack,"2022-10-20 14:15:42.177254","2022-10-20 14:15:42.177264",software,malware
2979,eSurv,malware--680f680c-eef9-4f8a-b5f5-f451bf47e403,S0507,https://attack.mitre.org/software/S0507,mitre-attack,"2022-10-20 14:15:42.178103","2022-10-20 14:15:42.178115",software,malware
2980,FlexiSpy,tool--1622fd3d-fcfc-4d02-ac49-f2d786f79b81,S0408,https://attack.mitre.org/software/S0408,mitre-attack,"2022-10-20 14:15:42.179020","2022-10-20 14:15:42.179030",software,tool
2981,Xbot,tool--da21929e-40c0-443d-bdf4-6b60d15448b4,S0298,https://attack.mitre.org/software/S0298,mitre-mobile-attack,"2022-10-20 14:15:42.180132","2022-10-20 14:15:42.180144",software,tool
2982,Collection,x-mitre-tactic--7a0d25d3-f0c0-40bf-bf90-c743871b19ba,TA0035,https://attack.mitre.org/tactics/TA0035,mitre-attack,"2022-10-20 14:15:42.180981","2022-10-20 14:15:42.180989",tactic,x-mitre-tactic
2983,"Command and Control",x-mitre-tactic--3f660805-fa2e-42e8-8851-57f9e9b653e3,TA0037,https://attack.mitre.org/tactics/TA0037,mitre-attack,"2022-10-20 14:15:42.181761","2022-10-20 14:15:42.181769",tactic,x-mitre-tactic
2984,"Credential Access",x-mitre-tactic--6fcb36b8-3776-483b-8699-42215714fb10,TA0031,https://attack.mitre.org/tactics/TA0031,mitre-attack,"2022-10-20 14:15:42.182590","2022-10-20 14:15:42.182602",tactic,x-mitre-tactic
2985,"Defense Evasion",x-mitre-tactic--987cda6d-eb77-406b-bf68-bcb5f3d2e1df,TA0030,https://attack.mitre.org/tactics/TA0030,mitre-attack,"2022-10-20 14:15:42.183542","2022-10-20 14:15:42.183552",tactic,x-mitre-tactic
2986,Discovery,x-mitre-tactic--d418cdeb-1b9f-4a6b-a15d-2f89f549f8c1,TA0032,https://attack.mitre.org/tactics/TA0032,mitre-attack,"2022-10-20 14:15:42.184539","2022-10-20 14:15:42.184549",tactic,x-mitre-tactic
2987,Execution,x-mitre-tactic--4a800987-a3a8-4d56-a1bd-0d7171431756,TA0041,https://attack.mitre.org/tactics/TA0041,mitre-attack,"2022-10-20 14:15:42.185358","2022-10-20 14:15:42.185365",tactic,x-mitre-tactic
2988,Exfiltration,x-mitre-tactic--10fa8d8d-1b04-4176-917e-738724239981,TA0036,https://attack.mitre.org/tactics/TA0036,mitre-attack,"2022-10-20 14:15:42.186134","2022-10-20 14:15:42.186141",tactic,x-mitre-tactic
2989,Impact,x-mitre-tactic--6ebce653-294a-444a-bffb-14c04c8d137e,TA0034,https://attack.mitre.org/tactics/TA0034,mitre-attack,"2022-10-20 14:15:42.187105","2022-10-20 14:15:42.187118",tactic,x-mitre-tactic
2990,"Initial Access",x-mitre-tactic--0a93fd8e-4a83-4c15-8203-db290e5f2ac6,TA0027,https://attack.mitre.org/tactics/TA0027,mitre-attack,"2022-10-20 14:15:42.188124","2022-10-20 14:15:42.188133",tactic,x-mitre-tactic
2991,"Lateral Movement",x-mitre-tactic--7be441c2-0095-4b1e-8125-fa8ffda29b0f,TA0033,https://attack.mitre.org/tactics/TA0033,mitre-attack,"2022-10-20 14:15:42.188886","2022-10-20 14:15:42.188893",tactic,x-mitre-tactic
2992,"Network Effects",x-mitre-tactic--9eb4c21e-4fa8-44c9-b167-dbfc455f9210,TA0038,https://attack.mitre.org/tactics/TA0038,mitre-attack,"2022-10-20 14:15:42.189650","2022-10-20 14:15:42.189659",tactic,x-mitre-tactic
2993,Persistence,x-mitre-tactic--363bbeff-bb2a-4734-ac74-d6d37202fe54,TA0028,https://attack.mitre.org/tactics/TA0028,mitre-attack,"2022-10-20 14:15:42.190466","2022-10-20 14:15:42.190476",tactic,x-mitre-tactic
2994,"Privilege Escalation",x-mitre-tactic--3e962de5-3280-43b7-bc10-334fbc1d6fa8,TA0029,https://attack.mitre.org/tactics/TA0029,mitre-attack,"2022-10-20 14:15:42.191232","2022-10-20 14:15:42.191241",tactic,x-mitre-tactic
2995,"Remote Service Effects",x-mitre-tactic--e78d7d60-41b5-49b7-b0a9-5c5d4cbabe17,TA0039,https://attack.mitre.org/tactics/TA0039,mitre-attack,"2022-10-20 14:15:42.192002","2022-10-20 14:15:42.192011",tactic,x-mitre-tactic
2996,"Acquire OSINT data sets and information",attack-pattern--2b9a666e-bd59-4f67-9031-ed41b428e04a,T1266,https://attack.mitre.org/techniques/T1266,mitre-pre-attack,"2022-10-20 14:15:42.195211","2022-10-20 14:15:42.195228",technique,attack-pattern
2997,"Acquire OSINT data sets and information",attack-pattern--784ff1bc-1483-41fe-a172-4cd9ae25c06b,T1247,https://attack.mitre.org/techniques/T1247,mitre-pre-attack,"2022-10-20 14:15:42.196427","2022-10-20 14:15:42.196444",technique,attack-pattern
2998,"Acquire OSINT data sets and information",attack-pattern--028ad431-84c5-4eb7-a364-2b797c234f88,T1277,https://attack.mitre.org/techniques/T1277,mitre-pre-attack,"2022-10-20 14:15:42.197411","2022-10-20 14:15:42.197425",technique,attack-pattern
2999,"Acquire and/or use 3rd party infrastructure services",attack-pattern--795c1a92-3a26-453e-b99a-6a566aa94dc6,T1329,https://attack.mitre.org/techniques/T1329,mitre-pre-attack,"2022-10-20 14:15:42.198402","2022-10-20 14:15:42.198415",technique,attack-pattern
3000,"Acquire and/or use 3rd party infrastructure services",attack-pattern--286cc500-4291-45c2-99a1-e760db176402,T1307,https://attack.mitre.org/techniques/T1307,mitre-pre-attack,"2022-10-20 14:15:42.199951","2022-10-20 14:15:42.199964",technique,attack-pattern
3001,"Acquire and/or use 3rd party software services",attack-pattern--1a295f87-af63-4d94-b130-039d6221fb11,T1308,https://attack.mitre.org/techniques/T1308,mitre-pre-attack,"2022-10-20 14:15:42.200841","2022-10-20 14:15:42.200850",technique,attack-pattern
